source_row_id,canonical_type,canonical_id,brand,family,model,name,unit,price,action
165,product-component,product:appliances:rangehoods:blanco:brc90x,Blanco,rangehoods,BRC90X,BLANCO 90CM CANOPY RANGEHOOD BRC90X,EACH,799,map workbook component row to canonical Product Library product
166,product-component,product:appliances:dishwashers:blanco:bdw146x,Blanco,dishwashers,BDW146X,BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,799,map workbook component row to canonical Product Library product
167,package,pack:appliances:blanco:blanco-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,Blanco,appliance-packs,,BLANCO PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,4097,map workbook package row to canonical Product Library package
168,product-component,product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,freestanding-cookers,BFS90WX,BLANCO 90CM DUAL FUEL FREESTANDING COOKER BFS90WX,EACH,2499,map workbook component row to canonical Product Library product
169,product-component,product:appliances:rangehoods:blanco:bru90ux,Blanco,rangehoods,BRU90UX,BLANCO 90CM UNDERMOUNT RANGEHOOD BRU90UX,EACH,899,map workbook component row to canonical Product Library product
170,product-component,product:appliances:dishwashers:blanco:bdw146x,Blanco,dishwashers,BDW146X,BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,799,map workbook component row to canonical Product Library product
171,package,pack:appliances:blanco:blanco-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,Blanco,appliance-packs,,BLANCO PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,4197,map workbook package row to canonical Product Library package
173,product-component,product:appliances:rangehoods:blanco:brc90x,Blanco,rangehoods,BRC90X,BLANCO 90CM CANOPY RANGEHOOD BRC90X,EACH,799,map workbook component row to canonical Product Library product
174,product-component,product:appliances:rangehoods:blanco:bru90ux,Blanco,rangehoods,BRU90UX,BLANCO 90CM UNDERMOUNT RANGEHOOD BRU90UX,EACH,899,map workbook component row to canonical Product Library product
175,product-component,product:appliances:dishwashers:blanco:bdw146x,Blanco,dishwashers,BDW146X,BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,799,map workbook component row to canonical Product Library product
178,product-component,product:appliances:ovens:westinghouse:wve6314dd,Westinghouse,ovens,WVE6314DD,WESTINGHOUSE 60CM MULTIFUNCTION OVEN WVE6314DD,EACH,799,map workbook component row to canonical Product Library product
179,product-component,product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,cooktops,WHC642BC,WESTINGHOUSE 60CM CERAMIC COOKTOP WHC642BC,EACH,699,map workbook component row to canonical Product Library product
180,product-component,product:appliances:rangehoods:westinghouse:wrr614sb,Westinghouse,rangehoods,WRR614SB,WESTINGHOUSE 60CM SLIDEOUT RANGEHOOD WRR614SB,EACH,449,map workbook component row to canonical Product Library product
181,product-component,product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,dishwashers,WSF6606X,WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,799,map workbook component row to canonical Product Library product
182,package,pack:appliances:westinghouse:westinghouse-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,Westinghouse,appliance-packs,,WESTINGHOUSE PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,2746,map workbook package row to canonical Product Library package
184,product-component,product:appliances:ovens:westinghouse:wve6314dd,Westinghouse,ovens,WVE6314DD,WESTINGHOUSE 60CM MULTIFUNCTION OVEN WVE6314DD,EACH,799,map workbook component row to canonical Product Library product
185,product-component,product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,cooktops,WHG644SC,WESTINGHOUSE 60CM GAS COOKTOP WHG644SC,EACH,699,map workbook component row to canonical Product Library product
186,product-component,product:appliances:rangehoods:westinghouse:wrr614sb,Westinghouse,rangehoods,WRR614SB,WESTINGHOUSE 60CM SLIDEOUT RANGEHOOD WRR614SB,EACH,449,map workbook component row to canonical Product Library product
187,product-component,product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,dishwashers,WSF6606X,WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,799,map workbook component row to canonical Product Library product
188,package,pack:appliances:westinghouse:westinghouse-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,Westinghouse,appliance-packs,,WESTINGHOUSE PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,2746,map workbook package row to canonical Product Library package
190,product-component,product:appliances:rangehoods:westinghouse:wrc614sd,Westinghouse,rangehoods,WRC614SD,WESTINGHOUSE 600MM CANOPY RANGEHOOD OPTION - WESTINGHOUSE 60CM CANOPY RANGEHOOD WRC614SD,EACH,549,map workbook component row to canonical Product Library product
191,product-component,product:appliances:rangehoods:westinghouse:wrf610wa,Westinghouse,rangehoods,WRF610WA,WESTINGHOUSE 600MM UNDER CUPBOARD RANGEHOOD OPTION - WESTINGHOUSE 60CM FIXED RANGEHOOD WRF610WA,EACH,360,map workbook component row to canonical Product Library product
193,product-component,product:appliances:ovens:westinghouse:wve916sc,Westinghouse,ovens,WVE916SC,WESTINGHOUSE 90CM ELECTRIC OVEN WVE916SC,EACH,1999,map workbook component row to canonical Product Library product
194,product-component,product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,cooktops,WHI955BD,WESTINGHOUSE 90CM INDUCTION COOKTOP WHI955BD,EACH,1799,map workbook component row to canonical Product Library product
195,product-component,product:appliances:rangehoods:westinghouse:wri930sb,Westinghouse,rangehoods,WRI930SB,WESTINGHOUSE 90CM SLIDEOUT RANGEHOOD WRI930SB,EACH,599,map workbook component row to canonical Product Library product
196,product-component,product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,dishwashers,WSF6606X,WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,799,map workbook component row to canonical Product Library product
197,package,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,Westinghouse,appliance-packs,,WESTINGHOUSE PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,5196,map workbook package row to canonical Product Library package
199,product-component,product:appliances:ovens:westinghouse:wve916sc,Westinghouse,ovens,WVE916SC,WESTINGHOUSE 90CM ELECTRIC OVEN WVE916SC,EACH,1999,map workbook component row to canonical Product Library product
200,product-component,product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,cooktops,WHG958SC,WESTINGHOUSE 90CM GAS COOKTOP WHG958SC,EACH,1099,map workbook component row to canonical Product Library product
201,product-component,product:appliances:rangehoods:westinghouse:wri930sb,Westinghouse,rangehoods,WRI930SB,WESTINGHOUSE 90CM SLIDEOUT RANGEHOOD WRI930SB,EACH,599,map workbook component row to canonical Product Library product
202,product-component,product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,dishwashers,WSF6606X,WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,799,map workbook component row to canonical Product Library product
203,package,pack:appliances:westinghouse:westinghouse-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,Westinghouse,appliance-packs,,WESTINGHOUSE PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,4496,map workbook package row to canonical Product Library package
205,product-component,product:appliances:freestanding-cookers:westinghouse:wfe9515sd,Westinghouse,freestanding-cookers,WFE9515SD,WESTINGHOUSE 90CM DUAL FUEL FREESTANDING COOKER WFE9515SD,EACH,1444,map workbook component row to canonical Product Library product
206,product-component,product:appliances:rangehoods:westinghouse:wrc914sd,Westinghouse,rangehoods,WRC914SD,WESTINGHOUSE 90CM CANOPY RANGEHOOD WRC914SD,EACH,599,map workbook component row to canonical Product Library product
207,product-component,product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,dishwashers,WSF6606X,WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,799,map workbook component row to canonical Product Library product
208,package,pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,Westinghouse,appliance-packs,,WESTINGHOUSE PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,2842,map workbook package row to canonical Product Library package
210,product-component,product:appliances:freestanding-cookers:westinghouse:wfe9515sd,Westinghouse,freestanding-cookers,WFE9515SD,WESTINGHOUSE 90CM DUAL FUEL FREESTANDING COOKER WFE9515SD,EACH,1444,map workbook component row to canonical Product Library product
211,product-component,product:appliances:rangehoods:westinghouse:wrf910wa,Westinghouse,rangehoods,WRF910WA,WESTINGHOUSE 90CM FIXED RANGEHOOD WRF910WA,EACH,298,map workbook component row to canonical Product Library product
212,product-component,product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,dishwashers,WSF6606X,WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,799,map workbook component row to canonical Product Library product
213,package,pack:appliances:westinghouse:westinghouse-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,Westinghouse,appliance-packs,,WESTINGHOUSE PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,2541,map workbook package row to canonical Product Library package
215,product-component,product:appliances:rangehoods:westinghouse:wrc914sd,Westinghouse,rangehoods,WRC914SD,WESTINGHOUSE 90CM CANOPY RANGEHOOD WRC914SD,EACH,599,map workbook component row to canonical Product Library product
216,product-component,product:appliances:rangehoods:westinghouse:wrf910wa,Westinghouse,rangehoods,WRF910WA,WESTINGHOUSE 90CM FIXED RANGEHOOD WRF910WA,EACH,298,map workbook component row to canonical Product Library product
217,product-component,product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,dishwashers,WSF6606X,WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,EACH,799,map workbook component row to canonical Product Library product
220,product-component,product:appliances:ovens:smeg:sf64m3tvx,Smeg,ovens,SF64M3TVX,SMEG 60CM CLASSIC ELECTRIC OVEN SF64M3TVX,EACH,1299,map workbook component row to canonical Product Library product
221,product-component,product:appliances:cooktops:smeg:si2641d,Smeg,cooktops,SI2641D,SMEG 60CM INDUCTION COOKTOP SI2641D,EACH,1299,map workbook component row to canonical Product Library product
222,product-component,product:appliances:rangehoods:smeg:sth600x,Smeg,rangehoods,STH600X,SMEG 60CM SLIDEOUT RANGEHOOD STH600X,EACH,899,map workbook component row to canonical Product Library product
223,product-component,product:appliances:dishwashers:smeg:dwau6315x3,Smeg,dishwashers,DWAU6315X3,SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,1599,map workbook component row to canonical Product Library product
224,package,pack:appliances:smeg:smeg-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,Smeg,appliance-packs,,SMEG PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,5096,map workbook package row to canonical Product Library package
226,product-component,product:appliances:ovens:smeg:sf64m3tvx,Smeg,ovens,SF64M3TVX,SMEG 60CM CLASSIC ELECTRIC OVEN SF64M3TVX,EACH,1299,map workbook component row to canonical Product Library product
227,product-component,product:appliances:cooktops:smeg:pga64,Smeg,cooktops,PGA64,SMEG 60CM GAS COOKTOP PGA64,EACH,1199,map workbook component row to canonical Product Library product
228,product-component,product:appliances:rangehoods:smeg:sth600x,Smeg,rangehoods,STH600X,SMEG 60CM SLIDEOUT RANGEHOOD STH600X,EACH,899,map workbook component row to canonical Product Library product
229,product-component,product:appliances:dishwashers:smeg:dwau6315x3,Smeg,dishwashers,DWAU6315X3,SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,1599,map workbook component row to canonical Product Library product
230,package,pack:appliances:smeg:smeg-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,Smeg,appliance-packs,,SMEG PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,4996,map workbook package row to canonical Product Library package
232,product-component,product:appliances:rangehoods:smeg:shw610x1,Smeg,rangehoods,SHW610X1,SMEG 600MM CANOPY RANGEHOOD OPTION - SMEG 60CM WALLMOUNT CANOPY RANGEHOOD SHW610X1,EACH,788,map workbook component row to canonical Product Library product
233,product-component,product:appliances:rangehoods:smeg:pum601x,Smeg,rangehoods,PUM601X,SMEG 600MM UNDER CUPBOARD RANGEHOOD OPTION - SMEG 60CM UNDERMOUNT RANGEHOOD PUM601X,EACH,999,map workbook component row to canonical Product Library product
235,product-component,product:appliances:ovens:smeg:sfpa9395x1,Smeg,ovens,SFPA9395X1,SMEG 90CM CLASSIC THERMOSEAL OVEN SFPA9395X1,EACH,3999,map workbook component row to canonical Product Library product
236,product-component,product:appliances:cooktops:smeg:sai4954d,Smeg,cooktops,SAI4954D,SMEG 90CM INDUCTION COOKTOP SAI4954D,EACH,3299,map workbook component row to canonical Product Library product
237,product-component,product:appliances:rangehoods:smeg:sth900x,Smeg,rangehoods,STH900X,SMEG 90CM SLIDEOUT RANGEHOOD STH900X,EACH,1199,map workbook component row to canonical Product Library product
238,product-component,product:appliances:dishwashers:smeg:dwau6315x3,Smeg,dishwashers,DWAU6315X3,SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,1599,map workbook component row to canonical Product Library product
239,package,pack:appliances:smeg:smeg-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,Smeg,appliance-packs,,SMEG PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,10096,map workbook package row to canonical Product Library package
241,product-component,product:appliances:ovens:smeg:sfpa9395x1,Smeg,ovens,SFPA9395X1,SMEG 90CM CLASSIC THERMOSEAL OVEN SFPA9395X1,EACH,3999,map workbook component row to canonical Product Library product
242,product-component,product:appliances:cooktops:smeg:pga95,Smeg,cooktops,PGA95,SMEG 90CM GAS COOKTOP PGA95,EACH,1999,map workbook component row to canonical Product Library product
243,product-component,product:appliances:rangehoods:smeg:sth900x,Smeg,rangehoods,STH900X,SMEG 90CM SLIDEOUT RANGEHOOD STH900X,EACH,1199,map workbook component row to canonical Product Library product
244,product-component,product:appliances:dishwashers:smeg:dwau6315x3,Smeg,dishwashers,DWAU6315X3,SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,1599,map workbook component row to canonical Product Library product
245,package,pack:appliances:smeg:smeg-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,Smeg,appliance-packs,,SMEG PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,8796,map workbook package row to canonical Product Library package
247,product-component,product:appliances:freestanding-cookers:smeg:fs9606as-1,Smeg,freestanding-cookers,FS9606AS-1,SMEG 90CM DUAL FUEL FREESTANDING COOKER FS9606AS-1,EACH,2690,map workbook component row to canonical Product Library product
248,product-component,product:appliances:rangehoods:smeg:shw910x2,Smeg,rangehoods,SHW910X2,SMEG 90CM CANOPY RANGEHOOD SHW910X2,EACH,1750,map workbook component row to canonical Product Library product
249,product-component,product:appliances:dishwashers:smeg:dwau6315x3,Smeg,dishwashers,DWAU6315X3,SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,1599,map workbook component row to canonical Product Library product
250,package,pack:appliances:smeg:smeg-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,Smeg,appliance-packs,,SMEG PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,6039,map workbook package row to canonical Product Library package
252,product-component,product:appliances:freestanding-cookers:smeg:fs9606as-1,Smeg,freestanding-cookers,FS9606AS-1,SMEG 90CM DUAL FUEL FREESTANDING COOKER FS9606AS-1,EACH,2690,map workbook component row to canonical Product Library product
253,product-component,product:appliances:rangehoods:smeg:pum901x,Smeg,rangehoods,PUM901X,SMEG 90CM UNDERMOUNT RANGEHOOD PUM901X,EACH,1499,map workbook component row to canonical Product Library product
254,product-component,product:appliances:dishwashers:smeg:dwau6315x3,Smeg,dishwashers,DWAU6315X3,SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,1599,map workbook component row to canonical Product Library product
255,package,pack:appliances:smeg:smeg-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,Smeg,appliance-packs,,SMEG PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,5788,map workbook package row to canonical Product Library package
257,product-component,product:appliances:rangehoods:smeg:shw910x2,Smeg,rangehoods,SHW910X2,SMEG 90CM CANOPY RANGEHOOD SHW910X2,EACH,1750,map workbook component row to canonical Product Library product
258,product-component,product:appliances:rangehoods:smeg:pum901x,Smeg,rangehoods,PUM901X,SMEG 90CM UNDERMOUNT RANGEHOOD PUM901X,EACH,1499,map workbook component row to canonical Product Library product
259,product-component,product:appliances:dishwashers:smeg:dwau6315x3,Smeg,dishwashers,DWAU6315X3,SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,EACH,1599,map workbook component row to canonical Product Library product
