product_id,brand,model,family,field,value,source_status,source_organisation,source_url,checked_at
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,cooktopType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:pga95,Smeg,PGA95,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,manufacturerModel,SAI4954D,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,widthMm,900,verified-source,Smeg Australia,https://www.smeg.com/au/products/SAI4954D,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,finish,black,verified-source,Smeg Australia,https://www.smeg.com/au/products/SAI4954D,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,fuelOrEnergyType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,cooktopType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:sai4954d,Smeg,SAI4954D,cooktops,cookingTechnology,induction,verified-source,Smeg Australia,https://www.smeg.com/au/products/SAI4954D,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,manufacturerModel,SI2641D,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,finish,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,fuelOrEnergyType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,cooktopType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,cookingZonesOrBurners,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:smeg:si2641d,Smeg,SI2641D,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,manufacturerModel,WHC642BC,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,width,590 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,widthMm,590,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whc642bc/,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,finish,black ceramic glass,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whc642bc/,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,fuelOrEnergyType,ceramic electric,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,cooktopType,ceramic electric,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,cookingZonesOrBurners,4,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whc642bc/,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,heightMm,46,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whc642bc/,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,depthMm,520,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whc642bc/,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,cookingTechnology,ceramic,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whc642bc/,2026-09-02
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,WHC642BC,cooktops,controls,knob control,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whc642bc/,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,manufacturerModel,WHG644SC,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,width,595 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,widthMm,595,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg644sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,finish,stainless steel,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg644sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,fuelOrEnergyType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,cooktopType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,cookingZonesOrBurners,4,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg644sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,heightMm,55,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg644sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,depthMm,530,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg644sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,cookingTechnology,gas,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg644sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,controls,control knob,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg644sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,WHG644SC,cooktops,electricalRequirements,10A plug and lead,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg644sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,manufacturerModel,WHG958SC,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,widthMm,900,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg958sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,finish,stainless steel,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg958sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,fuelOrEnergyType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,cooktopType,gas,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,cookingZonesOrBurners,5,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg958sc/,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,WHG958SC,cooktops,cookingTechnology,gas,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whg958sc/,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,family,cooktops,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,manufacturerModel,WHI955BD,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,widthMm,900,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whi955bd/,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,finish,black glass,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whi955bd/,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,fuelOrEnergyType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,installationType,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,cooktopType,induction,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,cookingZonesOrBurners,5,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whi955bd/,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,controlType,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,gasOrElectricalRequirements,,pending-verification,,,2026-09-02
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,WHI955BD,cooktops,cookingTechnology,induction,verified-source,Westinghouse Australia,https://www.westinghouse.com.au/cooking/cooktops/whi955bd/,2026-09-02
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,LFO3C23WF,dishwashers,family,dishwashers,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,LFO3C23WF,dishwashers,manufacturerModel,LFO3C23WF,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,LFO3C23WF,dishwashers,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,LFO3C23WF,dishwashers,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,LFO3C23WF,dishwashers,finish,,pending-verification,,,2026-09-02
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,LFO3C23WF,dishwashers,fuelOrEnergyType,,pending-verification,,,2026-09-02
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,LFO3C23WF,dishwashers,installationType,freestanding,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,LFO3C23WF,dishwashers,placeSettings,,pending-verification,,,2026-09-02
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,LFO3C23WF,dishwashers,waterRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,LFO3C23WF,dishwashers,energyRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:blanco:bdw146x,Blanco,BDW146X,dishwashers,family,dishwashers,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:blanco:bdw146x,Blanco,BDW146X,dishwashers,manufacturerModel,BDW146X,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:blanco:bdw146x,Blanco,BDW146X,dishwashers,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:blanco:bdw146x,Blanco,BDW146X,dishwashers,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:blanco:bdw146x,Blanco,BDW146X,dishwashers,finish,,pending-verification,,,2026-09-02
product:appliances:dishwashers:blanco:bdw146x,Blanco,BDW146X,dishwashers,fuelOrEnergyType,,pending-verification,,,2026-09-02
product:appliances:dishwashers:blanco:bdw146x,Blanco,BDW146X,dishwashers,installationType,freestanding,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:blanco:bdw146x,Blanco,BDW146X,dishwashers,placeSettings,,pending-verification,,,2026-09-02
product:appliances:dishwashers:blanco:bdw146x,Blanco,BDW146X,dishwashers,waterRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:blanco:bdw146x,Blanco,BDW146X,dishwashers,energyRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:euromaid:edw14s,Euromaid,EDW14S,dishwashers,family,dishwashers,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:euromaid:edw14s,Euromaid,EDW14S,dishwashers,manufacturerModel,EDW14S,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:euromaid:edw14s,Euromaid,EDW14S,dishwashers,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:euromaid:edw14s,Euromaid,EDW14S,dishwashers,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:euromaid:edw14s,Euromaid,EDW14S,dishwashers,finish,,pending-verification,,,2026-09-02
product:appliances:dishwashers:euromaid:edw14s,Euromaid,EDW14S,dishwashers,fuelOrEnergyType,,pending-verification,,,2026-09-02
product:appliances:dishwashers:euromaid:edw14s,Euromaid,EDW14S,dishwashers,installationType,freestanding,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:euromaid:edw14s,Euromaid,EDW14S,dishwashers,placeSettings,,pending-verification,,,2026-09-02
product:appliances:dishwashers:euromaid:edw14s,Euromaid,EDW14S,dishwashers,waterRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:euromaid:edw14s,Euromaid,EDW14S,dishwashers,energyRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:omega:odw702xb,Omega,ODW702XB,dishwashers,family,dishwashers,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:omega:odw702xb,Omega,ODW702XB,dishwashers,manufacturerModel,ODW702XB,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:omega:odw702xb,Omega,ODW702XB,dishwashers,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:omega:odw702xb,Omega,ODW702XB,dishwashers,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:omega:odw702xb,Omega,ODW702XB,dishwashers,finish,,pending-verification,,,2026-09-02
product:appliances:dishwashers:omega:odw702xb,Omega,ODW702XB,dishwashers,fuelOrEnergyType,,pending-verification,,,2026-09-02
product:appliances:dishwashers:omega:odw702xb,Omega,ODW702XB,dishwashers,installationType,freestanding,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:omega:odw702xb,Omega,ODW702XB,dishwashers,placeSettings,,pending-verification,,,2026-09-02
product:appliances:dishwashers:omega:odw702xb,Omega,ODW702XB,dishwashers,waterRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:omega:odw702xb,Omega,ODW702XB,dishwashers,energyRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,DWAU6315X3,dishwashers,family,dishwashers,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,DWAU6315X3,dishwashers,manufacturerModel,DWAU6315X3,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,DWAU6315X3,dishwashers,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,DWAU6315X3,dishwashers,widthMm,600,verified-source,Smeg Australia,https://www.smeg.com/au/products/DWAU6315X3,2026-09-02
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,DWAU6315X3,dishwashers,finish,,pending-verification,,,2026-09-02
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,DWAU6315X3,dishwashers,fuelOrEnergyType,,pending-verification,,,2026-09-02
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,DWAU6315X3,dishwashers,installationType,under counter built-in,verified-source,Smeg Australia,https://www.smeg.com/au/products/DWAU6315X3,2026-09-02
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,DWAU6315X3,dishwashers,placeSettings,,pending-verification,,,2026-09-02
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,DWAU6315X3,dishwashers,waterRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,DWAU6315X3,dishwashers,energyRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,WSF6606X,dishwashers,family,dishwashers,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,WSF6606X,dishwashers,manufacturerModel,WSF6606X,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,WSF6606X,dishwashers,width,600 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,WSF6606X,dishwashers,widthMm,600,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,WSF6606X,dishwashers,finish,,pending-verification,,,2026-09-02
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,WSF6606X,dishwashers,fuelOrEnergyType,,pending-verification,,,2026-09-02
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,WSF6606X,dishwashers,installationType,freestanding,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,WSF6606X,dishwashers,placeSettings,,pending-verification,,,2026-09-02
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,WSF6606X,dishwashers,waterRating,,pending-verification,,,2026-09-02
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,WSF6606X,dishwashers,energyRating,,pending-verification,,,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,family,freestanding-cookers,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,manufacturerModel,CP059MDX,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,widthMm,900,verified-source,Ariston Australia,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,finish,,pending-verification,,,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,fuelOrEnergyType,dual fuel,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,installationType,freestanding,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,cooktopFuel,gas,verified-source,Ariston Australia,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,ovenFuel,electric,verified-source,Ariston Australia,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,ovenCapacity,,pending-verification,,,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,functions,8,verified-source,Ariston Australia,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,heightMm,850,verified-source,Ariston Australia,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,depthMm,600,verified-source,Ariston Australia,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,capacity,90 L gross,verified-source,Ariston Australia,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,cookingZonesOrBurners,5,verified-source,Ariston Australia,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,2026-09-02
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,CP059MDX,freestanding-cookers,cleaningSystem,catalytic liners,verified-source,Ariston Australia,https://ariston.com.au/inventory/freestanding-cooker-cp059mdx-2/,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,family,freestanding-cookers,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,manufacturerModel,BFS90WX,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,widthMm,900,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,finish,,pending-verification,,,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,fuelOrEnergyType,dual fuel,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,installationType,freestanding,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,cooktopFuel,dual fuel,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,ovenFuel,,pending-verification,,,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,ovenCapacity,,pending-verification,,,2026-09-02
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,BFS90WX,freestanding-cookers,functions,,pending-verification,,,2026-09-02
product:appliances:freestanding-cookers:euromaid:gg90s,Euromaid,GG90S,freestanding-cookers,family,freestanding-cookers,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:euromaid:gg90s,Euromaid,GG90S,freestanding-cookers,manufacturerModel,GG90S,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:euromaid:gg90s,Euromaid,GG90S,freestanding-cookers,width,900 mm,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:euromaid:gg90s,Euromaid,GG90S,freestanding-cookers,widthMm,900,legacy-source-derived,Legacy appliance options CSV,,2026-09-02
product:appliances:freestanding-cookers:euromaid:gg90s,Euromaid,GG90S,freestanding-cookers,finish,,pending-verification,,,2026-09-02
