product_id,brand,model,family,search_query,source_url,source_type,source_organisation,page_accessible,exact_model_found,model_match_confidence,image_found,specifications_found,document_found,checked_at,notes
product:appliances:rangehoods:euromaid:rs9s,Euromaid,RS9S,rangehoods,Euromaid RS9S,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:euromaid:rs9s,Euromaid,RS9S,rangehoods,"""RS9S"" Euromaid manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:omega:orc60x,Omega,ORC60X,rangehoods,Omega ORC60X,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:omega:orc60x,Omega,ORC60X,rangehoods,"""ORC60X"" Omega manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:omega:orc90x,Omega,ORC90X,rangehoods,Omega ORC90X,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:omega:orc90x,Omega,ORC90X,rangehoods,"""ORC90X"" Omega manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:omega:orf60x,Omega,ORF60X,rangehoods,Omega ORF60X,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:omega:orf60x,Omega,ORF60X,rangehoods,"""ORF60X"" Omega manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:omega:orf90x,Omega,ORF90X,rangehoods,Omega ORF90X,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:omega:orf90x,Omega,ORF90X,rangehoods,"""ORF90X"" Omega manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:omega:ort6wba,Omega,ORT6WBA,rangehoods,Omega ORT6WBA,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:omega:ort6wba,Omega,ORT6WBA,rangehoods,"""ORT6WBA"" Omega manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:omega:ort9wxa,Omega,ORT9WXA,rangehoods,Omega ORT9WXA,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:omega:ort9wxa,Omega,ORT9WXA,rangehoods,"""ORT9WXA"" Omega manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:smeg:pum601x,Smeg,PUM601X,rangehoods,Smeg PUM601X,https://www.smeg.com/au/products/PUM601X,official-australian-product-page,Smeg Australia,true,true,exact,true,true,false,2026-09-02,Exact model source recorded in Checkpoint 2B enrichment map.
product:appliances:rangehoods:smeg:pum901x,Smeg,PUM901X,rangehoods,Smeg PUM901X,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:smeg:pum901x,Smeg,PUM901X,rangehoods,"""PUM901X"" Smeg manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:smeg:shw610x1,Smeg,SHW610X1,rangehoods,Smeg SHW610X1,https://www.smeg.com/au/products/SHW610X1,official-australian-product-page,Smeg Australia,true,true,exact,true,true,false,2026-09-02,Exact model source recorded in Checkpoint 2B enrichment map.
product:appliances:rangehoods:smeg:shw910x2,Smeg,SHW910X2,rangehoods,Smeg SHW910X2,https://www.smeg.com/au/products/SHW910X2,official-australian-product-page,Smeg Australia,true,true,exact,true,true,false,2026-09-02,Exact model source recorded in Checkpoint 2B enrichment map.
product:appliances:rangehoods:smeg:sth600x,Smeg,STH600X,rangehoods,Smeg STH600X,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:smeg:sth600x,Smeg,STH600X,rangehoods,"""STH600X"" Smeg manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:smeg:sth900x,Smeg,STH900X,rangehoods,Smeg STH900X,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:smeg:sth900x,Smeg,STH900X,rangehoods,"""STH900X"" Smeg manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:westinghouse:wrc614sd,Westinghouse,WRC614SD,rangehoods,Westinghouse WRC614SD,https://www.westinghouse.com.au/cooking/rangehoods/wrc614sd/,official-australian-product-page,Westinghouse Australia,true,true,exact,true,true,true,2026-09-02,Exact model source recorded in Checkpoint 2B enrichment map.
product:appliances:rangehoods:westinghouse:wrc914sd,Westinghouse,WRC914SD,rangehoods,Westinghouse WRC914SD,https://www.westinghouse.com.au/cooking/rangehoods/wrc914sd/,official-australian-product-page,Westinghouse Australia,true,true,exact,true,true,true,2026-09-02,Exact model source recorded in Checkpoint 2B enrichment map.
product:appliances:rangehoods:westinghouse:wrf610wa,Westinghouse,WRF610WA,rangehoods,Westinghouse WRF610WA,https://www.westinghouse.com.au/cooking/rangehoods/wrf610wa/,official-australian-product-page,Westinghouse Australia,true,true,exact,true,true,true,2026-09-02,Exact model source recorded in Checkpoint 2B enrichment map.
product:appliances:rangehoods:westinghouse:wrf910wa,Westinghouse,WRF910WA,rangehoods,Westinghouse WRF910WA,https://www.westinghouse.com.au/cooking/rangehoods/wrf910wa/,official-australian-product-page,Westinghouse Australia,true,true,exact,true,true,true,2026-09-02,Exact model source recorded in Checkpoint 2B enrichment map.
product:appliances:rangehoods:westinghouse:wri930sb,Westinghouse,WRI930SB,rangehoods,Westinghouse WRI930SB,,search-attempt,,false,false,not-verified,false,false,false,2026-09-02,Initial exact brand/model research did not produce a verified source in this pass; further manual/archived research required.
product:appliances:rangehoods:westinghouse:wri930sb,Westinghouse,WRI930SB,rangehoods,"""WRI930SB"" Westinghouse manual specification image",,manual-archive-search-attempt,,false,false,not-verified,false,false,false,2026-09-02,"Queued for deeper manufacturer manual, retailer and archived-source review."
product:appliances:rangehoods:westinghouse:wrr614sb,Westinghouse,WRR614SB,rangehoods,Westinghouse WRR614SB,https://www.westinghouse.com.au/cooking/rangehoods/wrr614sb/,official-australian-product-page,Westinghouse Australia,true,true,exact,true,true,true,2026-09-02,Exact model source recorded in Checkpoint 2B enrichment map.
