source_row_id,brand,source_description,unit,model_from_implementation_a,model_from_implementation_b,family_from_a,family_from_b,identity_key_a,identity_key_b,classification_a,classification_b,pack_id_a,pack_id_b,product_id_a,product_id_b,price_a,price_b,discrepancy_type,recommended_resolution,evidence
1228,Omega,- OMEGA 90CM SLIDE OUT RANGEHOOD ORT9WXA,EACH,ORT9WXA,ORT9WXA,rangehoods,rangehoods,brand-model:omega:ort9wxa,omega::ort9wxa,component,component,product:appliances:appliance-packs:omega:1223,pack:appliances:omega:omega-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:omega:ort9wxa,product:appliances:rangehoods:omega:ort9wxa,399,399,none,No change required.,
1229,Omega,- OMEGA 60CM FREESTANDING DISHWASHER ODW702XB,EACH,ODW702XB,ODW702XB,dishwashers,dishwashers,brand-model:omega:odw702xb,omega::odw702xb,component,component,product:appliances:appliance-packs:omega:1223,pack:appliances:omega:omega-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:omega:odw702xb,product:appliances:dishwashers:omega:odw702xb,699,699,none,No change required.,
1230,Omega,OMEGA PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:omega:omega-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,pack:pack:appliances:omega:omega-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:omega:1230,pack:appliances:omega:omega-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,,,3696,3696,none,No change required.,dimension token present; not a model ID
1231,Omega,- OMEGA 60CM FREESTANDING DISHWASHER ODW702XB,EACH,ODW702XB,ODW702XB,dishwashers,dishwashers,brand-model:omega:odw702xb,omega::odw702xb,component,component,product:appliances:appliance-packs:omega:1230,pack:appliances:omega:omega-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:dishwashers:omega:odw702xb,product:appliances:dishwashers:omega:odw702xb,699,699,none,No change required.,
1232,Omega,OMEGA PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:omega:omega-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,pack:pack:appliances:omega:omega-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:omega:1232,pack:appliances:omega:omega-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,,,3147,3147,none,No change required.,dimension token present; not a model ID
1233,Omega,- OMEGA 90CM 9 FUNCTION FREESTANDING OVEN OF916FX,EACH,OF916FX,OF916FX,ovens,freestanding-cookers,brand-model:omega:of916fx,omega::of916fx,component,component,product:appliances:appliance-packs:omega:1232,pack:appliances:omega:omega-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:ovens:omega:of916fx,product:appliances:freestanding-cookers:omega:of916fx,1899,1899,family-classification|product-identity,Classify freestanding oven/cooker rows as freestanding-cookers when the source says freestanding.,product IDs differ under old versus canonical identity
1234,Omega,- OMEGA 90CM CANOPY RANGEHOOD ORC90X,EACH,ORC90X,ORC90X,rangehoods,rangehoods,brand-model:omega:orc90x,omega::orc90x,component,component,product:appliances:appliance-packs:omega:1232,pack:appliances:omega:omega-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:rangehoods:omega:orc90x,product:appliances:rangehoods:omega:orc90x,549,549,none,No change required.,
1235,Omega,- OMEGA 60CM FREESTANDING DISHWASHER ODW702XB,EACH,ODW702XB,ODW702XB,dishwashers,dishwashers,brand-model:omega:odw702xb,omega::odw702xb,component,component,product:appliances:appliance-packs:omega:1232,pack:appliances:omega:omega-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:dishwashers:omega:odw702xb,product:appliances:dishwashers:omega:odw702xb,699,699,none,No change required.,
1236,Omega,OMEGA PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,pack:pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:omega:1236,pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,,,2947,2947,none,No change required.,dimension token present; not a model ID
1237,Omega,- OMEGA 90CM 9 FUNCTION FREESTANDING OVEN OF916FX,EACH,OF916FX,OF916FX,ovens,freestanding-cookers,brand-model:omega:of916fx,omega::of916fx,component,component,product:appliances:appliance-packs:omega:1236,pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:ovens:omega:of916fx,product:appliances:freestanding-cookers:omega:of916fx,1899,1899,family-classification|product-identity,Classify freestanding oven/cooker rows as freestanding-cookers when the source says freestanding.,product IDs differ under old versus canonical identity
1238,Omega,- OMEGA 90CM FIXED RANGEHOOD ORF90X,EACH,ORF90X,ORF90X,rangehoods,rangehoods,brand-model:omega:orf90x,omega::orf90x,component,component,product:appliances:appliance-packs:omega:1236,pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:rangehoods:omega:orf90x,product:appliances:rangehoods:omega:orf90x,349,349,none,No change required.,
1239,Omega,- OMEGA 60CM FREESTANDING DISHWASHER ODW702XB,EACH,ODW702XB,ODW702XB,dishwashers,dishwashers,brand-model:omega:odw702xb,omega::odw702xb,component,component,product:appliances:appliance-packs:omega:1236,pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:dishwashers:omega:odw702xb,product:appliances:dishwashers:omega:odw702xb,699,699,none,No change required.,
1240,Omega,OMEGA 900MM CANOPY RANGEHOOD OPTION - OMEGA 90CM CANOPY RANGEHOOD ORC90X,EACH,OPTION - OMEGA 90CM CANOPY RANGEHOOD ORC90X,ORC90X,rangehoods,rangehoods,brand-model:omega:option-omega-90cm-canopy-rangehood-orc90x,omega::orc90x,component,component,product:appliances:appliance-packs:omega:1236,pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:rangehoods:omega:option-omega-90cm-canopy-rangehood-orc90x,product:appliances:rangehoods:omega:orc90x,549,549,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - OMEGA 90CM CANOPY RANGEHOOD ORC90X vs ORC90X; product IDs differ under old versus canonical identity
1241,Omega,OMEGA 900MM UNDER CUPBOARD RANGEHOOD OPTION - OMEGA 90CM FIXED RANGEHOOD ORF90X,EACH,OPTION - OMEGA 90CM FIXED RANGEHOOD ORF90X,ORF90X,rangehoods,rangehoods,brand-model:omega:option-omega-90cm-fixed-rangehood-orf90x,omega::orf90x,component,component,product:appliances:appliance-packs:omega:1236,pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:rangehoods:omega:option-omega-90cm-fixed-rangehood-orf90x,product:appliances:rangehoods:omega:orf90x,349,349,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - OMEGA 90CM FIXED RANGEHOOD ORF90X vs ORF90X; product IDs differ under old versus canonical identity
1242,Omega,OMEGA DISHWASHER OPTION - OMEGA 60CM FREESTANDING DISHWASHER ODW702XB,EACH,OPTION - OMEGA 60CM FREESTANDING DISHWASHER ODW702XB,ODW702XB,dishwashers,dishwashers,brand-model:omega:option-omega-60cm-freestanding-dishwasher-odw702xb,omega::odw702xb,component,component,product:appliances:appliance-packs:omega:1236,pack:appliances:omega:omega-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:dishwashers:omega:option-omega-60cm-freestanding-dishwasher-odw702xb,product:appliances:dishwashers:omega:odw702xb,699,699,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; models differ: OPTION - OMEGA 60CM FREESTANDING DISHWASHER ODW702XB vs ODW702XB; product IDs differ under old versus canonical identity
1243,Blanco,- BLANCO 60CM ELECTRIC OVEN BOSE65XM,EACH,BOSE65XM,BOSE65XM,ovens,ovens,brand-model:blanco:bose65xm,blanco::bose65xm,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:blanco:bose65xm,product:appliances:ovens:blanco:bose65xm,899,899,none,No change required.,
1244,Blanco,- BLANCO 60CM CERAMIC COOKTOP BCC604T,EACH,BCC604T,BCC604T,cooktops,cooktops,brand-model:blanco:bcc604t,blanco::bcc604t,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:blanco:bcc604t,product:appliances:cooktops:blanco:bcc604t,599,599,none,No change required.,
1245,Blanco,- BLANCO 60CM SLIDE OUT RANGEHOOD BRU53X,EACH,BRU53X,BRU53X,rangehoods,rangehoods,brand-model:blanco:bru53x,blanco::bru53x,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:blanco:bru53x,product:appliances:rangehoods:blanco:bru53x,449,449,none,No change required.,
1246,Blanco,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,BDW146X,BDW146X,dishwashers,dishwashers,brand-model:blanco:bdw146x,blanco::bdw146x,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:blanco:bdw146x,product:appliances:dishwashers:blanco:bdw146x,799,799,none,No change required.,
1247,Blanco,BLANCO PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,pack:pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,,,2746,2746,none,No change required.,dimension token present; not a model ID
1248,Blanco,- BLANCO 60CM ELECTRIC OVEN BOSE65XM,EACH,BOSE65XM,BOSE65XM,ovens,ovens,brand-model:blanco:bose65xm,blanco::bose65xm,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:blanco:bose65xm,product:appliances:ovens:blanco:bose65xm,899,899,none,No change required.,
1249,Blanco,- BLANCO 60CM GAS COOKTOP BCG604WX,EACH,BCG604WX,BCG604WX,cooktops,cooktops,brand-model:blanco:bcg604wx,blanco::bcg604wx,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:blanco:bcg604wx,product:appliances:cooktops:blanco:bcg604wx,599,599,none,No change required.,
1250,Blanco,- BLANCO 60CM SLIDE OUT RANGEHOOD BRU53X,EACH,BRU53X,BRU53X,rangehoods,rangehoods,brand-model:blanco:bru53x,blanco::bru53x,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:blanco:bru53x,product:appliances:rangehoods:blanco:bru53x,449,449,none,No change required.,
1251,Blanco,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,BDW146X,BDW146X,dishwashers,dishwashers,brand-model:blanco:bdw146x,blanco::bdw146x,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:blanco:bdw146x,product:appliances:dishwashers:blanco:bdw146x,799,799,none,No change required.,
1252,Blanco,BLANCO 600MM CANOPY RANGEHOOD OPTION - BLANCO 60CM CANOPY RANGEHOOD BRC60X,EACH,OPTION - BLANCO 60CM CANOPY RANGEHOOD BRC60X,BRC60X,rangehoods,rangehoods,brand-model:blanco:option-blanco-60cm-canopy-rangehood-brc60x,blanco::brc60x,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:blanco:option-blanco-60cm-canopy-rangehood-brc60x,product:appliances:rangehoods:blanco:brc60x,599,599,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - BLANCO 60CM CANOPY RANGEHOOD BRC60X vs BRC60X; product IDs differ under old versus canonical identity
1253,Blanco,BLANCO 600MM UNDER CUPBOARD RANGEHOOD OPTION - BLANCO 60CM UNDERMOUNT RANGEHOOD BRU60X,EACH,OPTION - BLANCO 60CM UNDERMOUNT RANGEHOOD BRU60X,BRU60X,rangehoods,rangehoods,brand-model:blanco:option-blanco-60cm-undermount-rangehood-bru60x,blanco::bru60x,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:blanco:option-blanco-60cm-undermount-rangehood-bru60x,product:appliances:rangehoods:blanco:bru60x,699,699,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - BLANCO 60CM UNDERMOUNT RANGEHOOD BRU60X vs BRU60X; product IDs differ under old versus canonical identity
1254,Blanco,- BLANCO 90CM ELECTRIC OVEN BOSE90X,EACH,BOSE90X,BOSE90X,ovens,ovens,brand-model:blanco:bose90x,blanco::bose90x,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:ovens:blanco:bose90x,product:appliances:ovens:blanco:bose90x,1599,1599,none,No change required.,
1255,Blanco,- BLANCO 90CM INDUCTION COOKTOP BIC90X,EACH,BIC90X,BIC90X,cooktops,cooktops,brand-model:blanco:bic90x,blanco::bic90x,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:cooktops:blanco:bic90x,product:appliances:cooktops:blanco:bic90x,1499,1499,none,No change required.,
1256,Blanco,- BLANCO 90CM SLIDE OUT RANGEHOOD BRU90X,EACH,BRU90X,BRU90X,rangehoods,rangehoods,brand-model:blanco:bru90x,blanco::bru90x,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:rangehoods:blanco:bru90x,product:appliances:rangehoods:blanco:bru90x,599,599,none,No change required.,
1257,Blanco,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,BDW146X,BDW146X,dishwashers,dishwashers,brand-model:blanco:bdw146x,blanco::bdw146x,component,component,product:appliances:appliance-packs:blanco:1247,pack:appliances:blanco:blanco-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,product:appliances:dishwashers:blanco:bdw146x,product:appliances:dishwashers:blanco:bdw146x,799,799,none,No change required.,
1258,Blanco,BLANCO PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,pack:pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:blanco:1258,pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,,,4496,4496,none,No change required.,dimension token present; not a model ID
1259,Blanco,- BLANCO 90CM ELECTRIC OVEN BOSE90X,EACH,BOSE90X,BOSE90X,ovens,ovens,brand-model:blanco:bose90x,blanco::bose90x,component,component,product:appliances:appliance-packs:blanco:1258,pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:ovens:blanco:bose90x,product:appliances:ovens:blanco:bose90x,1599,1599,none,No change required.,
1260,Blanco,- BLANCO 90CM GAS COOKTOP BCG905WX,EACH,BCG905WX,BCG905WX,cooktops,cooktops,brand-model:blanco:bcg905wx,blanco::bcg905wx,component,component,product:appliances:appliance-packs:blanco:1258,pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:cooktops:blanco:bcg905wx,product:appliances:cooktops:blanco:bcg905wx,899,899,none,No change required.,
1261,Blanco,- BLANCO 90CM SLIDE OUT RANGEHOOD BRU90X,EACH,BRU90X,BRU90X,rangehoods,rangehoods,brand-model:blanco:bru90x,blanco::bru90x,component,component,product:appliances:appliance-packs:blanco:1258,pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:rangehoods:blanco:bru90x,product:appliances:rangehoods:blanco:bru90x,599,599,none,No change required.,
1262,Blanco,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,BDW146X,BDW146X,dishwashers,dishwashers,brand-model:blanco:bdw146x,blanco::bdw146x,component,component,product:appliances:appliance-packs:blanco:1258,pack:appliances:blanco:blanco-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,product:appliances:dishwashers:blanco:bdw146x,product:appliances:dishwashers:blanco:bdw146x,799,799,none,No change required.,
1263,Blanco,BLANCO PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:blanco:blanco-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,pack:pack:appliances:blanco:blanco-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:blanco:1263,pack:appliances:blanco:blanco-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,,,3896,3896,none,No change required.,dimension token present; not a model ID
1264,Blanco,- BLANCO 90CM DUAL FUEL FREESTANDING COOKER BFS90WX,EACH,BFS90WX,BFS90WX,freestanding-cookers,freestanding-cookers,brand-model:blanco:bfs90wx,blanco::bfs90wx,component,component,product:appliances:appliance-packs:blanco:1263,pack:appliances:blanco:blanco-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:freestanding-cookers:blanco:bfs90wx,product:appliances:freestanding-cookers:blanco:bfs90wx,2499,2499,none,No change required.,
1265,Blanco,- BLANCO 90CM CANOPY RANGEHOOD BRC90X,EACH,BRC90X,BRC90X,rangehoods,rangehoods,brand-model:blanco:brc90x,blanco::brc90x,component,component,product:appliances:appliance-packs:blanco:1263,pack:appliances:blanco:blanco-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:rangehoods:blanco:brc90x,product:appliances:rangehoods:blanco:brc90x,799,799,none,No change required.,
1266,Blanco,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,BDW146X,BDW146X,dishwashers,dishwashers,brand-model:blanco:bdw146x,blanco::bdw146x,component,component,product:appliances:appliance-packs:blanco:1263,pack:appliances:blanco:blanco-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,product:appliances:dishwashers:blanco:bdw146x,product:appliances:dishwashers:blanco:bdw146x,799,799,none,No change required.,
1267,Blanco,BLANCO PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:blanco:blanco-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,pack:pack:appliances:blanco:blanco-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:blanco:1267,pack:appliances:blanco:blanco-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,,,4097,4097,none,No change required.,dimension token present; not a model ID
1268,Blanco,- BLANCO 90CM DUAL FUEL FREESTANDING COOKER BFS90WX,EACH,BFS90WX,BFS90WX,freestanding-cookers,freestanding-cookers,brand-model:blanco:bfs90wx,blanco::bfs90wx,component,component,product:appliances:appliance-packs:blanco:1267,pack:appliances:blanco:blanco-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:freestanding-cookers:blanco:bfs90wx,product:appliances:freestanding-cookers:blanco:bfs90wx,2499,2499,none,No change required.,
1269,Blanco,- BLANCO 90CM UNDERMOUNT RANGEHOOD BRU90UX,EACH,BRU90UX,BRU90UX,rangehoods,rangehoods,brand-model:blanco:bru90ux,blanco::bru90ux,component,component,product:appliances:appliance-packs:blanco:1267,pack:appliances:blanco:blanco-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:rangehoods:blanco:bru90ux,product:appliances:rangehoods:blanco:bru90ux,899,899,none,No change required.,
1270,Blanco,- BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,BDW146X,BDW146X,dishwashers,dishwashers,brand-model:blanco:bdw146x,blanco::bdw146x,component,component,product:appliances:appliance-packs:blanco:1267,pack:appliances:blanco:blanco-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,product:appliances:dishwashers:blanco:bdw146x,product:appliances:dishwashers:blanco:bdw146x,799,799,none,No change required.,
1271,Blanco,BLANCO PACK - 900MM UPRIGHT COOKER UNDER CUPBOARD PACK - UPRIGHT COOKER / 900 UNDER CUPBOARD RANGEHOOD / DISHWASHER,PACK,,,appliance-packs,appliance-packs,pack:pack:appliances:blanco:blanco-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,pack:pack:appliances:blanco:blanco-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,pack,pack,product:appliances:appliance-packs:blanco:1271,pack:appliances:blanco:blanco-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,,,4197,4197,none,No change required.,dimension token present; not a model ID
1272,Blanco,BLANCO 900MM CANOPY RANGEHOOD OPTION - BLANCO 90CM CANOPY RANGEHOOD BRC90X,EACH,OPTION - BLANCO 90CM CANOPY RANGEHOOD BRC90X,BRC90X,rangehoods,rangehoods,brand-model:blanco:option-blanco-90cm-canopy-rangehood-brc90x,blanco::brc90x,component,component,product:appliances:appliance-packs:blanco:1271,pack:appliances:blanco:blanco-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:rangehoods:blanco:option-blanco-90cm-canopy-rangehood-brc90x,product:appliances:rangehoods:blanco:brc90x,799,799,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - BLANCO 90CM CANOPY RANGEHOOD BRC90X vs BRC90X; product IDs differ under old versus canonical identity
1273,Blanco,BLANCO 900MM UNDER CUPBOARD RANGEHOOD OPTION - BLANCO 90CM UNDERMOUNT RANGEHOOD BRU90UX,EACH,OPTION - BLANCO 90CM UNDERMOUNT RANGEHOOD BRU90UX,BRU90UX,rangehoods,rangehoods,brand-model:blanco:option-blanco-90cm-undermount-rangehood-bru90ux,blanco::bru90ux,component,component,product:appliances:appliance-packs:blanco:1271,pack:appliances:blanco:blanco-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:rangehoods:blanco:option-blanco-90cm-undermount-rangehood-bru90ux,product:appliances:rangehoods:blanco:bru90ux,899,899,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; dimension token present; not a model ID; models differ: OPTION - BLANCO 90CM UNDERMOUNT RANGEHOOD BRU90UX vs BRU90UX; product IDs differ under old versus canonical identity
1274,Blanco,BLANCO DISHWASHER OPTION - BLANCO 60CM FREESTANDING DISHWASHER BDW146X,EACH,OPTION - BLANCO 60CM FREESTANDING DISHWASHER BDW146X,BDW146X,dishwashers,dishwashers,brand-model:blanco:option-blanco-60cm-freestanding-dishwasher-bdw146x,blanco::bdw146x,component,component,product:appliances:appliance-packs:blanco:1271,pack:appliances:blanco:blanco-pack-900mm-upright-cooker-under-cupboard-pack-upright-cooker-900-under-cupboard-rangehood-dishwasher,product:appliances:dishwashers:blanco:option-blanco-60cm-freestanding-dishwasher-bdw146x,product:appliances:dishwashers:blanco:bdw146x,799,799,model-extraction|product-identity,"Use canonical model extraction: strip option prefix, preserve hyphenated and multi-token model numbers, reject dimensions.",source row is an option label containing a physical model after OPTION -; models differ: OPTION - BLANCO 60CM FREESTANDING DISHWASHER BDW146X vs BDW146X; product IDs differ under old versus canonical identity
